Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
80	14:15:01	14:15:01	14:15:01	14:15:01	14:15:01	14:15:01			14:15:01	14:15:01	14:15:01	14:15:01	14:15:10	14:15:10	14:15:10	14:15:10	14:15:10	14:15:10	14:15:10	14:15:10	14:15:30	14:15:30		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00	00:00:00	00:00:19	00:00:29
81	14:15:30	14:15:30	14:15:30	14:15:30	14:15:30	14:15:30			14:15:30	14:15:30	14:15:31	14:15:31	14:15:38	14:15:38	14:15:38	14:15:38	14:15:38	14:15:38			14:15:43	14:15:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:05	00:00:12
82	14:15:43	14:15:43	14:15:43	14:15:43	14:15:43	14:15:43			14:15:43	14:15:43	14:15:43	14:15:43	14:15:54	14:15:54	14:15:54	14:15:54	14:15:54	14:15:54			14:15:59	14:15:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:05	00:00:16
83	14:15:59	14:15:59	14:16:00	14:16:00	14:16:00	14:16:00			14:16:00	14:16:00	14:16:00	14:16:00	14:16:04	14:16:04	14:16:04	14:16:04	14:16:04	14:16:04			14:16:07	14:16:07		00:00:00	00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:02	00:00:07
84	14:16:07	14:16:07	14:16:08	14:16:08	14:16:08	14:16:08			14:16:08	14:16:08	14:16:08	14:16:08	14:16:13	14:16:13	14:16:13	14:16:13	14:16:13	14:16:13			14:16:17	14:16:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:04	00:00:09
85	14:16:17	14:16:17	14:16:17	14:16:17	14:16:17	14:16:17			14:16:17	14:16:17	14:16:17	14:16:17	14:16:22	14:16:22	14:16:22	14:16:22	14:16:22	14:16:22			14:16:26	14:16:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:03	00:00:08
86	14:16:26	14:16:26	14:16:26	14:16:26	14:16:26	14:16:26			14:16:26	14:16:26	14:16:26	14:16:26	14:16:31	14:16:31	14:16:31	14:16:31	14:16:31	14:16:31			14:16:36	14:16:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:04	00:00:10
87	14:16:36	14:16:36	14:16:36	14:16:36	14:16:36	14:16:36			14:16:36	14:16:36	14:16:36	14:16:36	14:16:44	14:16:44	14:16:44	14:16:44	14:16:44	14:16:44			14:16:49	14:16:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:05	00:00:13
88	14:16:49	14:16:49	14:16:50	14:16:50	14:16:50	14:16:50			14:16:50	14:16:50	14:16:50	14:16:50	14:16:55	14:16:55	14:16:55	14:16:55	14:16:55	14:16:55			14:16:59	14:16:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:03	00:00:09
89	14:16:59	14:16:59	14:16:59	14:16:59	14:16:59	14:16:59			14:16:59	14:16:59	14:16:59	14:16:59	14:17:04	14:17:04	14:17:04	14:17:04	14:17:04	14:17:04			14:17:10	14:17:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:05	00:00:10
90	14:17:10	14:17:10	14:17:10	14:17:10	14:17:10	14:17:10			14:17:10	14:17:10	14:17:10	14:17:10	14:17:17	14:17:17	14:17:17	14:17:17	14:17:17	14:17:17	14:17:17	14:17:17	14:17:20	14:17:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:03	00:00:10
91	14:17:21	14:17:21	14:17:21	14:17:21	14:17:21	14:17:21			14:17:21	14:17:21	14:17:21	14:17:21	14:17:26	14:17:26	14:17:26	14:17:26	14:17:26	14:17:26			14:17:29	14:17:29		00:00:00	00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:02	00:00:08
92	14:17:29	14:17:29	14:17:29	14:17:29	14:17:29	14:17:29			14:17:29	14:17:29	14:17:29	14:17:29	14:17:34	14:17:34	14:17:34	14:17:34	14:17:34	14:17:34			14:17:38	14:17:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:04	00:00:09
93	14:17:38	14:17:38	14:17:38	14:17:38	14:17:38	14:17:38			14:17:38	14:17:38	14:17:38	14:17:38	14:17:43	14:17:43	14:17:43	14:17:43	14:17:43	14:17:43			14:17:47	14:17:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:03	00:00:08
94	14:17:47	14:17:47	14:17:47	14:17:47	14:17:47	14:17:47			14:17:47	14:17:47	14:17:48	14:17:48	14:17:53	14:17:53	14:17:53	14:17:53	14:17:53	14:17:53			14:17:58	14:17:58		00:00:00	00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:05	00:00:11
95	14:17:58	14:17:58	14:17:59	14:17:59	14:17:59	14:17:59			14:17:59	14:17:59	14:17:59	14:17:59	14:18:03	14:18:03	14:18:03	14:18:03	14:18:03	14:18:03			14:18:05	14:18:05		00:00:00	00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:02	00:00:07
96	14:18:06	14:18:06	14:18:06	14:18:06	14:18:06	14:18:06			14:18:06	14:18:06	14:18:06	14:18:06	14:18:11	14:18:11	14:18:11	14:18:11	14:18:11	14:18:11			14:18:18	14:18:18		00:00:00	00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:07	00:00:12
97	14:18:19	14:18:19	14:18:19	14:18:19	14:18:19	14:18:19			14:18:19	14:18:19	14:18:19	14:18:19	14:18:24	14:18:24	14:18:24	14:18:24	14:18:24	14:18:24			14:18:28	14:18:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:04	00:00:09
98	14:18:28	14:18:28	14:18:28	14:18:28	14:18:28	14:18:28			14:18:28	14:18:28	14:18:29	14:18:29	14:18:33	14:18:33	14:18:33	14:18:33	14:18:33	14:18:33			14:18:37	14:18:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:03	00:00:09
99	14:18:37	14:18:37	14:18:38	14:18:38	14:18:38	14:18:38			14:18:38	14:18:38	14:18:38	14:18:38	14:18:44	14:18:44	14:18:44	14:18:44	14:18:44	14:18:44			14:18:48	14:18:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:04	00:00:10
100	14:18:48	14:18:48	14:18:48	14:18:48	14:18:48	14:18:48			14:18:48	14:18:48	14:18:49	14:18:49	14:18:57	14:18:57	14:18:57	14:18:57	14:18:57	14:18:57	14:18:57	14:18:57	14:19:18	14:19:18		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00	00:00:00	00:00:20	00:00:29
